id,category,file_path,original_text,processed_text,sentiment,publish_time,likes,comments,shares
311,talk.politics.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.misc\178714,"Richard Chandler (mauser@terminus.apexgrp.com) wrote: : > From: elf@halcyon.com (Elf Sternberg) : Bzzzzt. THANK you for playing, but obviously you are not reading the : material as it is presented. According to the report I've got in my : hands, the Newsweek article (which reported that ""2 to 3 percent"" of the : population is gay) used the criteria of ""No heterosexual contact in the : past year."" But at the same time, the University of Denver study points : out, quite dramatically, that 60% of a",richard chandler mauser terminus apexgrp com wrote from elf halcyon com elf sternberg bzzzzt thank playing obviously not reading material as presented according report ve got hands newsweek article which reported percent population gay used criteria heterosexual contact past year same time university denver study points out quite dramatically all self identifying gay men form heterosexual contact past year think big mistake study if one sexual contact kind previous year counted as heterosexual even if didn intend way how figures used someone please post date such as what questonnares where used how distributed returned mark evans evansmp uhura aston ac uk home evansmp cs aston ac uk office,中性,2003-03-18 20:24:54,322,43,65
312,comp.os.ms-windows.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.os.ms-windows.misc\10123,"dil.admin@mhs.unc.edu (Dave Laudicina) once wrote: Personally, I'll be blasphemous and say that if Microsoft keeps doing what it does so well, I hope to see much harsher/stricter copyright and patent laws for computer algorithms, concepts, interfaces, and other intellectual properties to protect real innovators. I'd hate to be one who actually does innovate, and then have Microsoft come in like a huge vulture and use their brute mass (development staff, marketing, etc) to get fat off of my innov",dil admin mhs unc edu dave laudicina once wrote personally ll blasphemous say if microsoft keeps what well hope see much harsher stricter copyright patent laws computer algorithms concepts interfaces other intellectual properties protect real innovators hate one who actually innovate then microsoft come like huge vulture use brute mass development staff marketing etc get fat off innovation don all much sympathy apple complaint against microsoft since just took ideas from xerox pa research center when federal government forced xerox disclose patents over antitrust fears however other companies individuals who great idea yet get borrowed larger corporations who can afford quickly bring market without licensing from original innovator feel much sympathy larry larry weeks who fight monsters make sure dev ecn purdue edu process not become monster when look long into abyss abyss also looks into friedrich nietszche,中性,2003-03-18 20:23:54,322,35,37
313,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.sys.mac.hardware\51944,"ejbehr@rs6000.cmp.ilstu.edu (Eric Behr) writes: You shouldn't have ignored the ZyXEL. It can be purchased with a ""Mac bundle"", which includes a hardware-handshaking cable and FaxSTF software. The bundle adds between $35 and $60 to the price of the modem, depending on the supplier. It is true that the modem has no Mac-specific docs, but it doesn't require much 'tweaking' (aside from setting &D0 in the init string, to enable hardware handshaking). For more information on the ZyXEL, including sourc",ejbehr rs cmp ilstu edu eric behr writes shouldn ignored zyxel can purchased mac bundle which includes hardware handshaking cable faxstf software bundle adds between price modem depending supplier true modem mac specific docs doesn require much tweaking aside from setting init string enable hardware handshaking more information zyxel including sources look various files sumex aim stanford edu info mac report disclaimer affiliation zyxel though buy zyxel modem,负面,2003-03-18 20:24:01,70,334,24
314,sci.med,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\sci.med\59629,"Our 20-month son has started falling sick quite often every since he started going to day care. He was at home for the first year and he did not fall sick even once. Now it seems like he has some sort of cold or flu pretty much once a month. Most of the time the cold leads to an ear infection as well, with the result that he ends up being on antibiotics 3 weeks out of 4. I know kids in day care fall sick more often, but we are beginning to wonder how often ""more often"" really is, whether our son",month son started falling sick quite often every since started going day care home first year not fall sick even once now seems like sort cold flu pretty much once month most time cold leads ear infection as well result ends up antibiotics weeks out know kids day care fall sick more often beginning wonder how often more often really whether son more susceptible lower immunity than average what longer term effects constantly sick taking antibiotics what can build up resistance really enjoys day care think great too beginning wonder whether think about getting nanny there studies can help answer questions how often kids first second third years fall sick how often get colds flus ear infections there data home care vs day care sick build immunity leading less illness later make kids weaker leading more illness later not long term effect taking antibiotics regular basis negative long term effects how one tell if child more susceptible illness than normal what one about there way build immunity resistance data information ad,正面,2003-03-18 20:24:37,600,207,12
315,sci.crypt,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.crypt\15310,"Also note (from <branstad@tis.com> and <walker@tis.com>): % whois -h rs.internic.net tis-dom Trusted Information Systems, Inc. (TIS-DOM) 3060 Washington Road, Route 97 Glenwood, MD 21738 Domain Name: TIS.COM Administrative Contact: Walker, Stephen T. (STW3) walker@TIS.COM (301) 854-6889 Technical Contact, Zone Contact: Dalva, David I. (DID1) dave@TIS.COM (301) 854-6889 Record last updated on 02-Jul-92. Domain servers in listed order: TIS.COM 192.33.112.100 LA.TIS.COM 192.5.49.8 And ""dockmaster"" ",also note from branstad tis com walker tis com whois rs internic net tis dom trusted information systems inc tis dom washington road route glenwood md domain name tis com administrative contact walker stephen stw walker tis com technical contact zone contact dalva david dave tis com record last updated jul domain servers listed order tis com la tis com dockmaster infamous address ... seth finkelstein sethf athena mit edu road hell paved good intentions,中性,2003-03-18 20:24:26,319,8,25
316,talk.politics.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.misc\178911,"In article <Apr.20.20.07.19.1993.3220@romulus.rutgers.edu>, kaldis@romulus.rutgers.edu (Theodore A. Kaldis) writes: |> In article <1993Apr20.201450.8748@galileo.cc.rochester.edu> as010b@uhura.cc.rochester.edu (some caifone) writes: |> |> > I certainly hope you don't have an SO, sir, |> |> What is ""SO"" supposed to signify? I prefer the companionship of a |> person, not a euphemism. |> |> > because if she heard |> |> Thankfully, you got the gender right. For I am not a deviant. WOW! Another Clayto",article apr romulus rutgers edu kaldis romulus rutgers edu theodore kaldis writes article apr galileo cc rochester edu as uhura cc rochester edu caifone writes certainly hope don sir what supposed signify prefer companionship person not euphemism because if heard thankfully got gender right am not deviant wow another clayton wannabe typical response lack logic define deviant someone who deviates from normal ok far define normal erm umm if define yourself as normal then prove within limits which then brings question what limits broaden other intolerance normal difficult prove from what posted follow normal means someone without compassion sense justice look as if went clayton school logic doesn how disparaging towards political minorities sexual deviants not comprise political minorit again astounding lack logic wow define what say such everyone agrees here used phrase sexual deviant how hell define as someone who something sexually don definition most probably mean majority,中性,2003-03-18 20:24:54,278,139,86
317,rec.sport.hockey,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.hockey\53554,1st round: ---------- PITT vs NYI: PITT in 4. It looks like a safe bet. NYI has been bagging it of late. NYI and NJD have a showdown Friday night for the honour of Pittsburg anyway. Pigsburg in 4. WASH vs NJD: WASH in 6. I think that NJD have a solid team and will compete with WASH. I agree though with WASH in 6. BOS vs BUF: BOS in 5. The B's have been playing awesome hockey in the last two weeks. The only question is how long will it last? Fuhr is a dud. BOS in 4. QUE vs MON: MON in 7. It seems,st round pitt vs nyi pitt looks like safe bet nyi bagging late nyi njd showdown friday night honour pittsburg anyway pigsburg wash vs njd wash think njd solid team compete wash agree though wash bos vs buf bos playing awesome hockey last two weeks only question how long last fuhr dud bos que vs mon mon seems me mon much like van chemistry habs seem not stride que chi vs stl chi stl not playoffs chi det vs tor det am diehard leaf fan ... seems leafs offense shutting down last week can turn around against detroit as recall last couple time two teams met leafs pummelled don know if bobbie allowed canada yet if det if not det van vs win win upset making here another team bad chemistry there something gone foul among linden momesso bure win cal vs la cal anybody says la possibly beet cal not watch smythe whole lot la bunch geritols cal nd round pitt vs wash pitt seems me pigsburg egos team saving grace though bowman can put anybody place however if pigs qu,中性,2003-03-18 20:24:22,193,78,80
318,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.sport.baseball\104863,"<RVESTERM@vma.cc.nd.edu> writes: Uh, Bill James doesn't sell statistics. He sells books with statistics, but he is not in the business of providing stats like Elias, STATS, Howe, Baseball workshop etc. are. Greg",rvesterm vma cc nd edu writes uh bill james doesn sell statistics sells books statistics not business providing stats like elias stats howe baseball workshop etc greg,正面,2003-03-18 20:24:20,402,102,97
319,rec.sport.hockey,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.sport.hockey\54002,"In article <2346575PS380.9.0@sscl.uwo.ca> 2346575PS380@sscl.uwo.ca writes: Well, I agree that if you're going to stand in front of the net, that you should expect to get hit and hacked at. In general, you should expect to finish the game with some bruises. However, there is a fine line between hacking at a guy (causing some pain and discomfort) and blatantly attempting to injure another player. Felix Potvin, IMO, crossed that line on Wednesday. That two hander on Ciccarelli was way out of line. ",article ps sscl uwo ca ps sscl uwo ca writes well agree if re going stand front net expect get hit hacked general expect finish game bruises however there fine line between hacking guy causing pain discomfort blatantly attempting injure another player felix potvin imo crossed line wednesday two hander ciccarelli way out line lost lot respect potvin because showed immaturity not slash ciccarelli simply try remove him from slot area legal position dino instead slashed attempt injure out shear frustration as leaf supporter just supporter not leaf fan really very disappointed re right mentioning billy smith ron hextall least philly days both crossed same line times reason many fans players disliked why names always comes up as examples when talk about issues let hope felix doesn again hate see anyone even dino although admit don like him very much get seriously hurt from such careless intentional use stick gary,中性,2003-03-18 20:24:25,449,153,78
320,sci.electronics,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.electronics\53668,"LLBGB@utxdp.dp.utexas.edu wrote: : Distribution: usa : Reply-To: lihan@ccwf.cc.utexas.edu : While I'm on the net bugging everyone, is there such a thing as a chip : or chipset to decode Code 39 barcode? I ask for a couple of reasons -- : mainly I want a reasonably compact encoding scheme to write information : on magstripe cards and Code 39 appears to be about right. (If the 'right' : way to do it is something else, and it's reasonably easy, can someone let : me know?) : I might not get a chance",llbgb utxdp dp utexas edu wrote distribution usa reply lihan ccwf cc utexas edu while net bugging everyone there such thing as chip chipset decode code barcode ask couple reasons mainly want reasonably compact encoding scheme write information magstripe cards code appears about right if right way something else reasonably easy can someone let me know not get chance reply too quickly earlier post ll get within couple days think .. thanx everyone bgb lihan ccwf cc utexas edu hewlett packard series barcode decoder ics hbcr hbcr hbcr support extended interleaved upc codes pieces add codabar code chips support hp barcode wands slot readers heds wand run about cdn ian,中性,2003-03-18 20:24:30,446,190,37
321,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.baseball\102589,"In article <1piisn$asq@network.ucsd.edu>, king@cogsci.ucsd.edu (Jonathan King) writes: I should be so lucky: the account number must have been rejected! :-) To be accurate, it is ""Big Bang Ben"" MacDonald. I hope not. To think that I would inadvertantly give any pleasure to Mulroney _really_ ruins my day. PS: Matthew Wall: a marvellous ending to the section on the Expos. or VINCE@VAXI.SSCL.UWO.CA; please identify any messages with the subject line BBDDD Realizing the taterific importance of this ",article piisn asq network ucsd edu king cogsci ucsd edu jonathan king writes lucky account number rejected accurate big bang ben macdonald hope not think inadvertantly give pleasure mulroney really ruins day ps matthew wall marvellous ending section expos vince vaxi sscl uwo ca please identify messages subject line bbddd realizing taterific importance work john palmer concluded able pool resources not yet gone through archives jonathan sent me when send out official introduction deep drive derby however wonder if need rename project now principal investigator research archive changed send suggestions rename study me address given above just think opening day soon balls flying out get minds out gutter ball parks helpless bystanders injured balls reentering atmosphere thought meteorite showers made rocks who stars year can anyone hope combat brad arnsberg record start last year season young balls newly rubbed mud hot dogs starting boil rest year play ball take cover all sliders hang vince,正面,2003-03-18 20:24:18,0,65,50
322,comp.sys.ibm.pc.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.sys.ibm.pc.hardware\60886,"Thinking of buying from MidWest Micro of Ohio? Think *very* carefully. Unless you are absolutely sure you won't have any problems, you may want to trade elsewhere. Despite the fact that they answer the phone, ""Hi! I'm <whoever> and we're having a GREAT Day!"", they weren't quite so happy when I wanted to return a modem that didn't work as I expected it to. The details: I ordered one of their house brand ""Infotel"" 14.4/DF internal FAX modems. In reality, it was a Twincom Lightning FAX that had a p",thinking buying from midwest micro ohio think very carefully unless absolutely sure won problems want trade elsewhere despite fact answer phone hi whoever re great day weren quite happy when wanted return modem didn work as expected details ordered one house brand infotel df internal fax modems reality twincom lightning fax paper sticker over name given poor reports net about modem not ordered known advance arrived time documentation stated work preconfigured as com providing com not use same time several reasons serial card configured com com time installed modem nothing connected com although modem appeared work during every connection randomly break connection hang up phone after spending time phone midwest tech support suggested disabling com port appeared solve disconnect problem unacceptable long term solution com available even though both not use same time as modem called back minutes prior closing waited voicemail hell listening repeated advertisements midwest micr,中性,2003-03-18 20:23:58,107,4,32
323,sci.electronics,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.electronics\52784,"wellison@kuhub.cc.ukans.edu writes: Why are you fooling around with analog for this job? A single chip micro and a crystal will do the job reliably and easily. An 8748 only costs about $5. That and a $1 crystal and you're in business. Embed the whole thing in a foam insulated blanket, power it from a solar cell, use the excess power to heat the assembly during the day and rely on the insulation to hold the heat during darkness. If you don't want to try thermal management, contact someone like IC",wellison kuhub cc ukans edu writes why fooling around analog job single chip micro crystal job reliably easily only costs about crystal re business embed whole thing foam insulated blanket power from solar cell use excess power heat assembly during day rely insulation hold heat during darkness if don want try thermal management contact someone like icl cut special low temperature crystal ll cost most if use single chip micro re looking parts count maybe processor crystal two caps crystal power fet fire solenoid flyback diode battery fewer parts than can build analog timer infinitely more reliable add power zener diode heat solar cell parts count screams up pd assemblers available all common single chip micros application trivial even look up op codes programmer guide create binary hex editor john john de armond wd oqc interested high performance mobility performance engineering magazine tm interested high tech computers marietta ga send ur snail mail address jgd dixie com perform dixie com free sample mag need usenet public access atlanta write me info dixie com,中性,2003-03-18 20:24:29,320,35,80
324,comp.windows.x,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.windows.x\68300,"In comp.windows.x, doug@happy.vf.ge.com (Doug Hughes) writes: HPGL does not support raster primitives, so a formatter would have to punt on most popular image formats. This probably explains the lack of translators out there. What do you need to plot ? Greg Hughes gmh@fc.hp.com (303) 229-7162",comp windows doug happy vf ge com doug hughes writes hpgl not support raster primitives formatter punt most popular image formats probably explains lack translators out there what need plot greg hughes gmh fc hp com,中性,2003-03-18 20:24:06,446,123,86
325,sci.electronics,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\sci.electronics\54251,"In article <1993Apr23.205906.10745@sol.ctr.columbia.edu> seema@madvlsi.columbia.edu (Seema Varma) writes: TriQuint (Beaverton, Oregon), has been selling an 8 bit, 1 GHz D to A for several years. I have used it and it works well, faster settling time and smaller glitch area than any video d DACs I have seen. Also, they have been developing a more precise version that may be for sale now - it's somewhere in the 10 to 12 bit area at 1 GHz. Arnold Frisch Tektronix Laboratories",article apr sol ctr columbia edu seema madvlsi columbia edu seema varma writes triquint beaverton oregon selling bit ghz several years used works well faster settling time smaller glitch area than video dacs seen also developing more precise version sale now somewhere bit area ghz arnold frisch tektronix laboratories,中性,2003-03-18 20:24:32,241,21,28
326,sci.space,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.space\60158,I am looking for a source of orbital element sets other than UAF/Space Command. I believe there is one on CompuServe. Please let me know what other possible sources there are and how I can reach them. Thanks much.,am looking source orbital element sets other than uaf space command believe there one compuserve please let me know what other possible sources there how can reach thanks much,中性,2003-03-18 20:24:37,480,8,88
327,comp.graphics,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.graphics\38786,I cant get through to the author of rtrace. His site is inaccessible can he upload the new version somewhere else please?,cant get through author rtrace site inaccessible can upload new version somewhere else please,中性,2003-03-18 20:23:50,286,124,2
328,rec.sport.hockey,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.hockey\53720,"In <1993Apr16.015936.11303@ramsey.cs.laurentian.ca> maynard@ramsey.cs.laurentian.ca (Roger Maynard) writes: Just curious, Roger, but since you have such a vast knowledge of the game and the league, how come you haven't made a living out of it? There must be a lot of demand for expertise in the field. I'm sure you'd be of great help to, say, the Leafs as an assistant coach or a scout. Or maybe try a career as a reporter or tv commentator... I might be wrong, of course, and you already have. -- Ju",apr ramsey cs laurentian ca maynard ramsey cs laurentian ca roger maynard writes just curious roger since such vast knowledge game league how come haven made living out there lot demand expertise field sure great help say leafs as assistant coach scout maybe try career as reporter tv commentator ... wrong course already jukka virtanen juvirtan cc helsinki fi university helsinki,中性,2003-03-18 20:24:22,497,26,5
329,sci.electronics,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.electronics\54092,In <1993Apr19.192953.22874@usl.edu> yxy4145@ucs.usl.edu (Yu Yingbin) writes: ieee.general and ieee.announce are the most frequently used groups.,apr usl edu yxy ucs usl edu yu yingbin writes ieee general ieee announce most frequently used groups,中性,2003-03-18 20:24:31,96,9,78
330,rec.motorcycles,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.motorcycles\104282,"Grf. Dropped my Shoei RF-200 off the seat of my bike while trying to rock it onto it's centerstand, chipped the heck out of the paint on it... So I cheerfully spent $.59 on a bottle of testor's model paint and repainted the scratches and chips for 20 minutes. Then, while it was drying, I realized that I was out of smokes and that my cage is not currently running... So I ""had to"" take my bike down to the store. Not wanting to mess up my paint job, I said ""Well, heck. I can just use my old helmet""",grf dropped shoei rf off seat bike while trying rock onto centerstand chipped heck out paint ... cheerfully spent bottle testor model paint repainted scratches chips minutes then while drying realized out smokes cage not currently running ... take bike down store not wanting mess up paint job said well heck can just use old helmet .... standard el cheapie openface ... didn notice big difference when switched shoei switching back really bad ... doesn fit worth damn too wide sides too short front back ... faceplate still bloody windy ... shoei normally ignore face shield until get up about ish ... one taxiing end driveway too smegging much wind question day re passenger helmets if don know certain who gonna ride like say meet .... church meeting yeah ticket ... what guidelines just pick up another shoei size backup helmet xl maybe get inexpensive one smaller size accomodate likely passenger,中性,2003-03-18 20:24:14,18,98,27
331,soc.religion.christian,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\soc.religion.christian\21554,"In article <May.11.02.37.03.1993.28114@athos.rutgers.edu> noye@midway.uchicago.edu writes: The Catholic doctrine of predestination does not exclude free will in any way. Since God knows everything, He therefore knows everything that is going to happen to us. We have free will, and are able to change what happens to us. However, since God knows everything, He knows all the choices we will make ""in advance"" (God is not subject to time). Too often arguments pit predestination against free will. We ",article athos rutgers edu noye midway uchicago edu writes catholic doctrine predestination not exclude free way since god knows everything therefore knows everything going happen free able change what happens however since god knows everything knows all choices make advance god not subject time too often arguments pit predestination against free believe both steve creps indiana university creps lateran ucs indiana edu,中性,2003-03-18 20:24:43,183,73,73
332,comp.os.ms-windows.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.os.ms-windows.misc\9676,In article <1993Apr20.085638.29338@news.uit.no> sp@odin.NoSubdomain.NoDomain (Svein Pedersen) writes: In Windows 3.0 there is a built-in called sysedit.exe that is just what you need. Windows 3.1 I don't know......,article apr news uit sp odin nosubdomain nodomain svein pedersen writes windows there built called sysedit exe just what need windows don know ......,中性,2003-03-18 20:23:53,88,190,0
333,talk.politics.guns,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.guns\54479,"cdt@sw.stratus.com (C. D. Tavares) writes: :jrm@gnv.ifas.ufl.edu writes: :> Surrender your arms. Soon enough, officers will be around to collect :> them. Resistance is useless. : :Don't tell me -- you're the ""Borg Warner,"" right? HAAAAAAAAAAHAHAHAHAHAHAHAHAHAHAHA. Hee, hee. <chuckle> This was absolutely fabulous. I nearly fell out of my chair laughing. Wonderful! Mr. Tavares, my hat is off to you again! Mike Ruff -- - This above all, to thine own S T R I D E R mikey@ccwf.cc.utexas.edu - self be ",cdt sw stratus com tavares writes jrm gnv ifas ufl edu writes surrender arms soon enough officers around collect resistance useless don tell me re borg warner right haaaaaaaaaahahahahahahahahahahaha hee hee chuckle absolutely fabulous nearly fell out chair laughing wonderful mr tavares hat off again mike ruff above all thine own mikey ccwf cc utexas edu self true polonius who sacrifice essential liberties little temporary safety deserve neither liberty nor safety franklin,中性,2003-03-18 20:24:46,203,37,35
334,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.mideast\77185,"In article <C6sqCo.IID@ucdavis.edu>, ez000281@hamlet.ucdavis.edu () writes: |> After reading plenty of categorical remarks claiming the arrival of the |> restoration of colonialismo, could anyone 1) define colonialismo, 2) indicate |> what colonial countries remain, 3) indicate what changes indicate that there |> is a restoration in the making? I'll leave questions 1 and 2 to be answered elsewhere, but on question 3) something in the noos today might be an example of the restoration might be. Na",article sqco iid ucdavis edu ez hamlet ucdavis edu writes after reading plenty categorical remarks claiming arrival restoration colonialismo anyone define colonialismo indicate what colonial countries remain indicate what changes indicate there restoration making ll leave questions answered elsewhere question something noos today example restoration namely clinton administration considering asking un establish police force haiti didn hear thing said current govt haiti asked nor there real precedent barring somalia un getting involved internal conflicts also answer question neo colonial countries diffuse lot un security council while am ll take stab new colonialism as defined most articles read entail something nature trusteeship under un sec council democracy aid education free markets free press then out colonialists now assured there civilized country left behind note don support idealized concept simply because think lot hogwash srinivas sunder sunder crhc uiuc edu if university illinois shares views surprised aren smart generally,负面,2003-03-18 20:24:51,87,305,12
335,rec.motorcycles,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.motorcycles\104763,"In article <3153@shaman.wv.tek.com> robd@orca.wv.tek.com writes: My reason for saying that was 'cause _I_, if _I_ were a cop wouldn't go out of my way to tell people how to break the law. Would you? The part about honesty was a joke, sorta. Obviously, people have had bad experiences with cops lying. Obviously, nobody's perfect and nobody _always_ tells the truth about everything. (Or are you God? 1/4 ;) -- Andy Infante | You can listen to what everybody says, but the fact remains | '71 BMW R60/5",article shaman wv tek com robd orca wv tek com writes reason saying cause if cop wouldn go out way tell people how break law part about honesty joke sorta obviously people bad experiences cops lying obviously nobody perfect nobody always tells truth about everything god andy infante can listen what everybody says fact remains bmw ve got get out there thing yourself dod joan sutherland opinions dammit nothing anyone else,中性,2003-03-18 20:24:17,29,67,33
336,sci.space,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.space\61119,"In my last post I referred to Michael Adams as ""Nick."" Completely my error; Nick Adams was a film and TV actor from the '50's and early '60's (remember Johnny Yuma, The Rebel?). He was from my part of the country, and Michael's email address of ""nmsca[...]"" probably helped confuse things in my mind. Purely user headspace error on my part. Sorry. Doug Loss",last post referred michael adams as nick completely error nick adams film tv actor from early remember johnny yuma rebel from part country michael email address nmsca ... probably helped confuse things mind purely user headspace error part sorry doug loss,中性,2003-03-18 20:24:39,32,195,45
337,comp.sys.ibm.pc.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.ibm.pc.hardware\58976,"Hi netters! I often have troubles with my PC and would like to fix it by myself. Is there any book that show you how to fix your own PC (hardware, monitor, printer problems..etc). Of course, no book would tell you the exact problem with your PC, but at least it will give a general idea what might be wrong. Thanks so lot for your help.",hi netters often troubles pc like fix myself there book show how fix own pc hardware monitor printer problems .. etc course book tell exact problem pc least give general idea what wrong thanks lot help,负面,2003-03-18 20:23:55,46,3,83
338,sci.crypt,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\sci.crypt\15740,"In article <1993Apr22.014646.28445@ucsu.Colorado.EDU>, andersom@spot.Colorado.EDU (Marc Anderson) writes: |> In article <1993Apr21.001707.9999@ucsu.Colorado.EDU> andersom@spot.Colorado.EDU (Marc Anderson) writes: |> [...] |> > |> >(the date I have for this is 1-26-93) |> > |> >note Clinton's statements about encryption in the 3rd paragraph.. I guess |> >this statement doesen't contradict what you said, though. |> > |> >--- cut here --- |> > |> > WASHINGTON (UPI) -- The War on Drugs is about to g",article apr ucsu colorado edu andersom spot colorado edu marc anderson writes article apr ucsu colorado edu andersom spot colorado edu marc anderson writes ... date note clinton statements about encryption rd paragraph .. guess statement doesen contradict what said though cut here washington upi war drugs about get fresh start president clinton told delegates national federation police commisioners convention washington first speech drug issue since innaugural clinton said planned escalation drug war make everything far seem half hearted all practical ... just found out from source article joke heh heh .. seemed pretty damn convincing me from start just didn notice smiley end article there few other hints which caught well isn just hoot all read group bunch ppl fearing misuses information big bad evil govt just happens case ordinary joe netter who decided create distribute misinformation ppl buy into bs posts like know because forwarded copy post office mate who turned around,中性,2003-03-18 20:24:28,393,70,95
339,comp.windows.x,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.windows.x\67411,"In <123645@netnews.upenn.edu> bradley@grip.cis.upenn.edu (John Bradley) writes: It really bums me out that xv went shareware. * XV is shareware for PERSONAL USE only. You may use XV for your own ^^^^^^^^^^^^ What does this mean anyway? Can I sit in a company and look at pictures off the net in my spare time? * amusement, and if you find it nifty, useful, generally cool, or of * some value to you, your non-deductable donation would be greatly * appreciated. $25 is the suggested donation, though, ",netnews upenn edu bradley grip cis upenn edu john bradley writes really bums me out xv went shareware xv shareware personal use only use xv own what mean anyway can sit company look pictures off net spare time amusement if find nifty useful generally cool value non deductable donation greatly appreciated suggested donation though course larger donations quite welcome folks who donate more can receive real nice bound copy xv manual extra charge commercial government institutional users register copies xv exceedingly reasonable price just per workstation terminal site licenses available who wish run xv large number machines contact author more details now since universities institutions right doesn mean most everyone world affected don believe there many running windows home yet relatively speaking can author legally sell xv xv uses tiff jpeg code developed others author get permission sell works author also get permission from all people who contributed xv sell work as well guess now nobody going want help author maintain code anymore now xv,正面,2003-03-18 20:24:05,410,41,2
340,rec.autos,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.autos\102850,"I am looking for recommendations for a good (great?) Alfa Romeo mechanic in South Jersey or Philadelphia or nearby. I have a '78 Alfa Spider that needs some engine, tranny, steering work done. The body is in quite good shape. The car is awful in cold weather, won't start if below freezing (I know, I know, why drive a Spider if there's snow on the ground ...). It has Bosch *mechanical* fuel injection that I am sure needs adjustment. Any opinions are welcome on what to look for or who to call. Ema",am looking recommendations good great alfa romeo mechanic south jersey philadelphia nearby alfa spider needs engine tranny steering work done body quite good shape car awful cold weather won start if below freezing know know why drive spider if there snow ground ... bosch mechanical fuel injection am sure needs adjustment opinions welcome what look who call email post rec autos summarize if people want thx andy brandt cs unc edu,正面,2003-03-18 20:24:11,76,31,23
341,rec.motorcycles,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.motorcycles\104959,"In article <13394@news.duke.edu>, infante@acpub.duke.edu (Andrew Infante) writes: |> Apparently that last post was a little hasy, since I |> called around to more places and got quotes for less |> than 600 and 425. Liability only, of course. |> |> Plus, one palced will give me C7C for my car + liab on the bike for |> only 1350 total, which ain't bad at all. |> |> So I won't go with the first place I called, that's |> fer sure. |> Nevertheless, DWI is F*ckin serious. Hope you've got some brains n",article news duke edu infante acpub duke edu andrew infante writes apparently last post little hasy since called around more places got quotes less than liability only course plus one palced give me car liab bike only total which ain bad all won go first place called fer sure nevertheless dwi ckin serious hope ve got brains now mike beavington mbeaving bnr ca opinions own not companies,中性,2003-03-18 20:24:15,117,100,97
342,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.mideast\75959,"In article <1993Apr15.160224.15940@unocal.com> stssdxb@st.unocal.com (Dorin Baru) writes: ... ... I guess, I didn't make my point clear. In the case of Israel government, it is not only tough talk for its intimidation policy. After all, not many people are intimidated just by talking. Here how it goes: tough talks, followed by aggressive actions followed by taking pride of those actions and bragging about them.",article apr unocal com stssdxb st unocal com dorin baru writes ... ... guess didn make point clear case israel government not only tough talk intimidation policy after all not many people intimidated just talking here how goes tough talks followed aggressive actions followed taking pride actions bragging about,负面,2003-03-18 20:24:48,304,123,24
343,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.baseball\104531,"This just in... Nolan Ryan hurt his right knee in the 4th inning of the Rangers-Orioles game last night. He'll be having arthoscopic surgery that will, at best, keep him on the DL for two to five weeks. Just when I had almost convinced myself that the Rangers' rotation would stay healthy this year... Phil Allen texdude@cs1.bradley.edu",just ... nolan ryan hurt right knee th inning rangers orioles game last night ll arthoscopic surgery best keep him dl two five weeks just when almost convinced myself rangers rotation stay healthy year ... phil allen texdude cs bradley edu,正面,2003-03-18 20:24:19,92,151,34
